preprocessed_path,features_path,preprocessed_name,meta_key,species,file,url,local_path,RN,CU,NC,SR,CS,PL,SC,GS,GA,OD,NT,DA,NA,GC,SH,AU,LO,RG,ST,file_no_ext,meta_source_dir,GB,HY,RC,OS,OT,BH,ID,AG,IA,IP,AP,DA_parsed,GA_first,RG_first,group,split
preprocessed\Fin_Finback_Whale\6107900H_chunk3.npy,features\Fin_Finback_Whale\6107900H_chunk3.npz,6107900H_chunk3,6107900H,"Fin, Finback Whale",6107900H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900H.wav,dataset\Fin_Finback_Whale\6107900H.wav,6107900H,0  B38:13.76  22:06.035,11A,600,87.1,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 2 distant animals.,22-Nov-1994,3  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900H,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900H_chunk4.npy,features\Fin_Finback_Whale\6107900H_chunk4.npz,6107900H_chunk4,6107900H,"Fin, Finback Whale",6107900H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900H.wav,dataset\Fin_Finback_Whale\6107900H.wav,6107900H,0  B38:13.76  22:06.035,11A,600,87.1,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 2 distant animals.,22-Nov-1994,3  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900H,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900H_chunk5.npy,features\Fin_Finback_Whale\6107900H_chunk5.npz,6107900H_chunk5,6107900H,"Fin, Finback Whale",6107900H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900H.wav,dataset\Fin_Finback_Whale\6107900H.wav,6107900H,0  B38:13.76  22:06.035,11A,600,87.1,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 2 distant animals.,22-Nov-1994,3  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900H,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900H_chunk6.npy,features\Fin_Finback_Whale\6107900H_chunk6.npz,6107900H_chunk6,6107900H,"Fin, Finback Whale",6107900H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900H.wav,dataset\Fin_Finback_Whale\6107900H.wav,6107900H,0  B38:13.76  22:06.035,11A,600,87.1,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 2 distant animals.,22-Nov-1994,3  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900H,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900H_chunk7.npy,features\Fin_Finback_Whale\6107900H_chunk7.npz,6107900H_chunk7,6107900H,"Fin, Finback Whale",6107900H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900H.wav,dataset\Fin_Finback_Whale\6107900H.wav,6107900H,0  B38:13.76  22:06.035,11A,600,87.1,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 2 distant animals.,22-Nov-1994,3  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900H,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk0.npy,features\Fin_Finback_Whale\6107900I_chunk0.npz,6107900I_chunk0,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk1.npy,features\Fin_Finback_Whale\6107900I_chunk1.npz,6107900I_chunk1,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk2.npy,features\Fin_Finback_Whale\6107900I_chunk2.npz,6107900I_chunk2,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk3.npy,features\Fin_Finback_Whale\6107900I_chunk3.npz,6107900I_chunk3,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk4.npy,features\Fin_Finback_Whale\6107900I_chunk4.npz,6107900I_chunk4,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk5.npy,features\Fin_Finback_Whale\6107900I_chunk5.npz,6107900I_chunk5,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk6.npy,features\Fin_Finback_Whale\6107900I_chunk6.npz,6107900I_chunk6,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk7.npy,features\Fin_Finback_Whale\6107900I_chunk7.npz,6107900I_chunk7,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk8.npy,features\Fin_Finback_Whale\6107900I_chunk8.npz,6107900I_chunk8,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900I_chunk9.npy,features\Fin_Finback_Whale\6107900I_chunk9.npz,6107900I_chunk9,6107900I,"Fin, Finback Whale",6107900I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900I.wav,dataset\Fin_Finback_Whale\6107900I.wav,6107900I,0  B38:13.76  23:36.761,11A,600,98.973,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   21 Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900I,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk0.npy,features\Fin_Finback_Whale\6107900J_chunk0.npz,6107900J_chunk0,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk1.npy,features\Fin_Finback_Whale\6107900J_chunk1.npz,6107900J_chunk1,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk2.npy,features\Fin_Finback_Whale\6107900J_chunk2.npz,6107900J_chunk2,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk3.npy,features\Fin_Finback_Whale\6107900J_chunk3.npz,6107900J_chunk3,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk4.npy,features\Fin_Finback_Whale\6107900J_chunk4.npz,6107900J_chunk4,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk5.npy,features\Fin_Finback_Whale\6107900J_chunk5.npz,6107900J_chunk5,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk6.npy,features\Fin_Finback_Whale\6107900J_chunk6.npz,6107900J_chunk6,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk7.npy,features\Fin_Finback_Whale\6107900J_chunk7.npz,6107900J_chunk7,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900J_chunk8.npy,features\Fin_Finback_Whale\6107900J_chunk8.npz,6107900J_chunk8,6107900J,"Fin, Finback Whale",6107900J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900J.wav,dataset\Fin_Finback_Whale\6107900J.wav,6107900J,0  B38:13.76  25:37.200,11A,600,101.913,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.   10  21Hz moans from 1 close animal.  10 sec.- 11 sec. pattern.,22-Nov-1994,1  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900J,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
preprocessed\Fin_Finback_Whale\6107900K_chunk0.npy,features\Fin_Finback_Whale\6107900K_chunk0.npz,6107900K_chunk0,6107900K,"Fin, Finback Whale",6107900K.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6107900K.wav,dataset\Fin_Finback_Whale\6107900K.wav,6107900K,0  B38:13.76  31:01.056,11A,600,31.898,Crown-4-CH/ K-H H0.22,OF,Balaenoptera physalus  AC1F,ANWAC1F,27-Sep-1961  AC1F | SepAC1F  1961AC1F,AC1F  N42 15.2' W070 06'.    21Hz moans from 1 close and 1 distant animal.,22-Nov-1994,2  AC1F,N42AC1F  W070AC1F,BEAR 268,WAW,"CD #5, 6 | Shiv","AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",NLAC1F | Moan  AC1F,6107900K,dataset\Fin_Finback_Whale,Georges Bank  AC1F,Flat calm,,,1252,,,,,,,1994-11-22,ANWAC1F,"AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder","ANWAC1F_AX-58 hydrophones, WHOI transistor amplifier, Crown tape recorder",train
